Date,Price,Open,High,Low,Vol.,Change %
5/3/2023,"2,123.47","2,127.79","2,129.96","2,124.39",,-0.14%
5/2/2023,"2,126.37","2,118.75","2,128.51","2,118.75",,0.19%
5/1/2023,"2,122.37","2,122.37","2,122.37","2,122.37",,0.05%
4/28/2023,"2,121.30","2,125.86","2,127.33","2,115.52",,-0.06%
4/27/2023,"2,122.59","2,140.34","2,141.50","2,121.44",,-0.85%
4/26/2023,"2,140.74","2,142.45","2,157.22","2,141.38",,0.01%
4/25/2023,"2,140.49","2,154.11","2,154.11","2,141.01",,-0.52%
4/24/2023,"2,151.66","2,154.89","2,154.89","2,149.43",,-0.03%
4/21/2023,"2,152.28","2,158.63","2,158.88","2,152.52",,-0.31%
4/20/2023,"2,158.92","2,154.89","2,160.37","2,152.73",,0.18%
4/19/2023,"2,154.94","2,158.96","2,159.04","2,151.09",,-0.15%
4/18/2023,"2,158.07","2,150.89","2,162.97","2,150.89",,0.44%
4/17/2023,"2,148.67","2,137.05","2,153.78","2,136.28",,0.51%
4/14/2023,"2,137.86","2,150.54","2,154.06","2,138.68",,-0.44%
4/13/2023,"2,147.39","2,165.59","2,166.70","2,144.35",,-0.73%
4/12/2023,"2,163.16","2,160.07","2,166.07","2,154.35",,0.12%
4/11/2023,"2,160.61","2,162.96","2,168.72","2,159.90",,-0.19%
4/10/2023,"2,164.77","2,167.22","2,171.97","2,164.84",,-0.22%
4/7/2023,"2,169.52","2,167.56","2,171.85","2,167.56",,0.06%
4/6/2023,"2,168.22","2,168.40","2,176.36","2,167.12",,0.01%
4/5/2023,"2,168.10","2,169.03","2,173.39","2,165.76",,0.17%
4/4/2023,"2,164.47","2,176.30","2,176.34","2,162.21",,-0.51%
4/3/2023,"2,175.49","2,179.79","2,180.45","2,171.69",,-0.29%
3/31/2023,"2,181.82","2,196.80","2,198.41","2,180.29",,-0.33%
3/30/2023,"2,189.06","2,185.56","2,189.80","2,180.85",,0.12%
3/29/2023,"2,186.41","2,198.54","2,198.54","2,186.28",,-0.35%
3/28/2023,"2,194.02","2,205.54","2,207.96","2,189.77",,-0.30%
3/27/2023,"2,200.62","2,204.43","2,208.11","2,200.02",,-0.23%
3/24/2023,"2,205.72","2,244.18","2,244.31","2,202.49",,-1.92%
3/23/2023,"2,248.94","2,238.43","2,251.12","2,237.68",,0.88%
3/22/2023,"2,229.29","2,230.76","2,231.25","2,225.98",,0.07%
3/21/2023,"2,227.71","2,231.98","2,234.33","2,228.30",,-0.18%
3/20/2023,"2,231.83","2,230.70","2,234.08","2,226.88",,0.22%
3/17/2023,"2,226.96","2,231.04","2,237.25","2,226.25",,-0.06%
3/16/2023,"2,228.26","2,228.60","2,233.32","2,226.37",,0.21%
3/15/2023,"2,223.51","2,233.92","2,236.08","2,223.81",,-0.61%
3/14/2023,"2,237.09","2,239.62","2,244.66","2,234.25",,-0.27%
3/13/2023,"2,243.15","2,233.16","2,247.28","2,225.24",,0.36%
3/10/2023,"2,235.17","2,214.73","2,238.49","2,214.56",,0.98%
3/9/2023,"2,213.45","2,216.64","2,217.75","2,211.78",,-0.25%
3/8/2023,"2,219.03","2,201.33","2,222.30","2,200.27",,0.72%
3/7/2023,"2,203.16","2,203.69","2,217.65","2,203.18",,-0.14%
3/6/2023,"2,206.19","2,214.64","2,216.93","2,205.37",,-0.33%
3/3/2023,"2,213.46","2,215.47","2,220.46","2,213.46",,0.25%
3/2/2023,"2,207.88","2,214.13","2,218.84","2,208.52",,-0.37%
3/1/2023,"2,216.08","2,200.93","2,220.10","2,198.61",,0.80%
2/28/2023,"2,198.49","2,198.39","2,205.00","2,193.22",,0.05%
2/27/2023,"2,197.35","2,186.92","2,199.47","2,186.84",,0.45%
2/24/2023,"2,187.41","2,196.57","2,200.61","2,187.38",,-0.48%
2/23/2023,"2,197.95","2,204.40","2,207.01","2,198.86",,-0.32%
2/22/2023,"2,204.91","2,206.32","2,208.95","2,203.77",,-0.14%
2/21/2023,"2,208.08","2,207.76","2,211.26","2,207.36",,-0.11%
2/20/2023,"2,210.41","2,213.60","2,213.95","2,208.08",,-0.11%
2/17/2023,"2,212.84","2,206.86","2,213.67","2,204.18",,0.21%
2/16/2023,"2,208.18","2,219.73","2,221.15","2,206.86",,-0.42%
2/15/2023,"2,217.39","2,221.39","2,223.96","2,217.95",,-0.09%
2/14/2023,"2,219.47","2,229.41","2,230.60","2,218.98",,-0.28%
2/13/2023,"2,225.77","2,215.09","2,230.25","2,214.98",,0.21%
2/10/2023,"2,221.08","2,223.31","2,229.69","2,221.09",,-0.16%
2/9/2023,"2,224.68","2,223.94","2,230.32","2,223.12",,0.09%
2/8/2023,"2,222.79","2,235.68","2,236.58","2,223.81",,-0.25%
2/7/2023,"2,228.31","2,220.61","2,236.33","2,220.58",,0.67%
2/6/2023,"2,213.56","2,188.95","2,223.52","2,188.95",,0.74%
2/3/2023,"2,197.30","2,206.78","2,213.12","2,194.75",,-0.50%
2/2/2023,"2,208.38","2,232.79","2,232.90","2,208.31",,-0.52%
2/1/2023,"2,220.01","2,222.29","2,223.61","2,217.48",,0.08%
1/31/2023,"2,218.26","2,214.56","2,221.54","2,214.56",,0.07%
1/30/2023,"2,216.71","2,219.09","2,221.84","2,213.42",,0.43%
1/27/2023,"2,207.32","2,206.50","2,210.33","2,204.07",,0.23%
1/26/2023,"2,202.17","2,205.76","2,209.08","2,199.14",,-0.10%
1/25/2023,"2,204.38","2,199.87","2,207.24","2,198.40",,0.50%
1/24/2023,"2,193.32","2,216.08","2,217.55","2,193.82",,-1.29%
1/23/2023,"2,221.98","2,222.27","2,222.27","2,221.98",,0.06%
1/20/2023,"2,220.58","2,231.77","2,234.82","2,221.88",,-0.29%
1/19/2023,"2,227.14","2,229.42","2,234.63","2,224.73",,-0.32%
1/18/2023,"2,234.19","2,236.25","2,243.69","2,224.78",,-0.15%
1/17/2023,"2,237.47","2,234.28","2,245.34","2,226.66",,0.20%
1/16/2023,"2,233.11","2,261.07","2,262.74","2,233.69",,-1.10%
1/13/2023,"2,258.02","2,281.06","2,283.76","2,249.33",,-0.75%
1/12/2023,"2,275.03","2,292.33","2,292.33","2,263.07",,-0.49%
1/11/2023,"2,286.22","2,295.30","2,297.69","2,284.13",,-0.45%
1/10/2023,"2,296.46","2,303.34","2,307.99","2,293.98",,-0.04%
1/9/2023,"2,297.42","2,293.83","2,303.65","2,285.61",,0.54%
1/6/2023,"2,285.09","2,269.11","2,286.79","2,268.79",,0.80%
1/5/2023,"2,266.85","2,263.97","2,272.97","2,260.17",,0.22%
1/4/2023,"2,261.97","2,259.36","2,268.45","2,258.04",,0.32%
1/3/2023,"2,254.75","2,252.24","2,267.97","2,247.85",,-0.08%
1/2/2023,"2,256.52","2,245.39","2,258.94","2,243.94",,0.03%
12/30/2022,"2,255.80","2,249.80","2,258.40","2,233.72",,0.36%
12/29/2022,"2,247.67","2,249.48","2,260.28","2,246.25",,-0.07%
12/28/2022,"2,249.28","2,249.39","2,256.48","2,239.67",,-0.03%
12/27/2022,"2,249.94","2,245.13","2,252.25","2,242.05",,0.24%
12/26/2022,"2,244.59","2,230.52","2,248.21","2,229.77",,0.67%
12/23/2022,"2,229.75","2,226.65","2,235.68","2,226.53",,-0.02%
12/22/2022,"2,230.17","2,235.92","2,236.98","2,231.02",,-0.09%
12/21/2022,"2,232.17","2,239.97","2,241.28","2,231.92",,-0.36%
12/20/2022,"2,240.19","2,234.28","2,241.74","2,231.46",,0.30%
12/19/2022,"2,233.54","2,237.83","2,240.51","2,233.78",,-0.09%
12/16/2022,"2,235.59","2,236.79","2,245.17","2,233.85",,-0.13%
12/15/2022,"2,238.39","2,244.48","2,247.80","2,237.33",,-0.18%
12/14/2022,"2,242.52","2,252.00","2,253.05","2,234.06",,-0.50%
12/13/2022,"2,253.82","2,236.77","2,254.59","2,236.09",,0.65%
12/12/2022,"2,239.24","2,231.57","2,242.82","2,230.20",,0.03%
12/9/2022,"2,238.50","2,246.84","2,249.54","2,237.89",,-0.11%
12/8/2022,"2,241.07","2,242.74","2,243.79","2,234.09",,-0.05%
12/7/2022,"2,242.12","2,233.75","2,242.98","2,232.40",,0.49%
12/6/2022,"2,231.19","2,221.98","2,236.08","2,220.15",,0.46%
12/5/2022,"2,221.03","2,211.96","2,227.01","2,202.22",,1.08%
12/2/2022,"2,197.29","2,207.14","2,215.01","2,180.33",,-0.49%
12/1/2022,"2,208.19","2,233.02","2,233.40","2,194.77",,-0.37%
11/30/2022,"2,216.43","2,199.56","2,225.20","2,195.55",,0.85%
11/29/2022,"2,197.77","2,180.75","2,199.06","2,180.27",,0.79%
11/28/2022,"2,180.61","2,168.27","2,187.08","2,164.75",,-0.27%
11/25/2022,"2,186.56","2,186.62","2,193.38","2,181.17",,-0.13%
11/24/2022,"2,189.40","2,194.33","2,197.70","2,188.75",,-0.01%
11/23/2022,"2,189.72","2,197.78","2,198.32","2,187.03",,-0.37%
11/22/2022,"2,197.87","2,194.24","2,200.83","2,191.41",,0.26%
11/21/2022,"2,192.11","2,193.81","2,195.22","2,187.97",,-0.49%
11/18/2022,"2,202.95","2,193.58","2,206.27","2,188.83",,0.69%
11/17/2022,"2,187.82","2,199.08","2,202.24","2,186.16",,-0.53%
11/16/2022,"2,199.38","2,204.02","2,210.39","2,197.00",,-0.26%
11/15/2022,"2,205.11","2,202.25","2,218.53","2,197.76",,0.58%
11/14/2022,"2,192.31","2,187.98","2,209.80","2,184.99",,0.63%
11/11/2022,"2,178.62","2,183.25","2,188.34","2,157.66",,-0.16%
11/10/2022,"2,182.20","2,158.40","2,184.31","2,155.28",,0.95%
11/9/2022,"2,161.60","2,169.97","2,169.97","2,155.65",,-0.15%
11/8/2022,"2,164.83","2,174.06","2,176.65","2,160.14",,-0.30%
11/7/2022,"2,171.42","2,180.78","2,184.34","2,165.48",,-0.81%
11/4/2022,"2,189.19","2,149.76","2,192.31","2,146.71",,1.86%
11/3/2022,"2,149.12","2,146.43","2,149.83","2,140.10",,0.15%
11/2/2022,"2,145.80","2,146.73","2,153.81","2,145.46",,0.00%
11/1/2022,"2,145.70","2,129.92","2,154.03","2,123.36",,0.50%
10/31/2022,"2,135.04","2,141.29","2,147.53","2,135.45",,-0.37%
10/28/2022,"2,143.07","2,151.47","2,157.17","2,141.31",,-0.40%
10/27/2022,"2,151.65","2,170.59","2,173.86","2,150.90",,-0.84%
10/26/2022,"2,169.93","2,143.64","2,172.63","2,133.69",,0.99%
10/25/2022,"2,148.56","2,136.64","2,151.75","2,132.89",,0.13%
10/24/2022,"2,145.78","2,157.88","2,158.36","2,145.58",,-0.50%
10/21/2022,"2,156.58","2,151.75","2,158.68","2,148.56",,0.01%
10/20/2022,"2,156.33","2,143.94","2,158.80","2,136.70",,0.61%
10/19/2022,"2,143.30","2,147.69","2,148.66","2,143.24",,-0.16%
10/18/2022,"2,146.69","2,153.44","2,154.40","2,147.18",,-0.21%
10/17/2022,"2,151.20","2,148.12","2,153.65","2,144.79",,0.31%
10/14/2022,"2,144.60","2,142.30","2,148.36","2,137.07",,0.12%
10/13/2022,"2,141.93","2,140.48","2,143.08","2,126.76",,0.12%
10/12/2022,"2,139.29","2,137.36","2,148.69","2,137.22",,-0.15%
10/11/2022,"2,142.46","2,141.34","2,144.98","2,132.47",,0.14%
10/10/2022,"2,139.52","2,145.16","2,152.05","2,140.22",,-0.13%
10/7/2022,"2,142.31","2,139.20","2,144.81","2,138.92",,0.43%
10/6/2022,"2,133.17","2,136.74","2,137.57","2,133.71",,-0.03%
10/5/2022,"2,133.88","2,133.57","2,138.84","2,129.92",,-0.36%
10/4/2022,"2,141.60","2,147.63","2,151.84","2,141.30",,-0.36%
10/3/2022,"2,149.33","2,142.36","2,151.14","2,142.36",,0.49%
9/30/2022,"2,138.79","2,142.10","2,149.77","2,128.12",,-0.06%
9/29/2022,"2,140.13","2,132.69","2,142.66","2,113.96",,1.00%
9/28/2022,"2,118.86","2,100.78","2,119.81","2,094.54",,0.61%
9/27/2022,"2,105.91","2,120.54","2,120.54","2,106.59",,-0.64%
9/26/2022,"2,119.42","2,106.74","2,120.55","2,102.08",,0.51%
9/23/2022,"2,108.67","2,118.95","2,119.21","2,108.77",,-0.58%
9/22/2022,"2,121.06","2,116.76","2,126.95","2,114.19",,-0.28%
9/21/2022,"2,126.92","2,134.78","2,135.18","2,126.19",,-0.34%
9/20/2022,"2,134.21","2,136.57","2,138.26","2,133.83",,-0.12%
9/19/2022,"2,136.75","2,137.37","2,139.84","2,133.36",,-0.24%
9/16/2022,"2,141.83","2,126.54","2,142.21","2,122.47",,0.59%
9/15/2022,"2,129.23","2,140.50","2,142.31","2,129.35",,-0.53%
9/14/2022,"2,140.60","2,131.68","2,146.06","2,129.75",,-0.16%
9/13/2022,"2,143.94","2,144.50","2,148.69","2,142.18",,0.10%
9/12/2022,"2,141.72","2,139.97","2,153.75","2,138.89",,0.08%
9/9/2022,"2,139.99","2,144.53","2,144.68","2,137.19",,-0.02%
9/8/2022,"2,140.42","2,144.48","2,144.66","2,138.05",,-0.01%
9/7/2022,"2,140.71","2,137.07","2,142.44","2,126.50",,0.04%
9/6/2022,"2,139.94","2,149.18","2,150.42","2,137.11",,-0.40%
9/5/2022,"2,148.43","2,157.25","2,157.25","2,146.33",,-0.45%
9/2/2022,"2,158.23","2,154.95","2,159.58","2,153.29",,0.19%
9/1/2022,"2,154.21","2,149.06","2,158.94","2,148.53",,0.04%
8/31/2022,"2,153.28","2,148.36","2,155.92","2,146.34",,0.32%
8/30/2022,"2,146.43","2,156.03","2,156.84","2,146.22",,-0.43%
8/29/2022,"2,155.76","2,144.64","2,157.59","2,142.10",,0.00%
8/26/2022,"2,155.85","2,164.68","2,164.68","2,155.87",,-0.34%
8/25/2022,"2,163.25","2,169.02","2,169.02","2,161.51",,-0.02%
8/24/2022,"2,163.68","2,167.96","2,168.77","2,161.32",,-0.29%
8/23/2022,"2,169.94","2,174.60","2,176.56","2,161.82",,-0.15%
8/22/2022,"2,173.12","2,174.38","2,182.23","2,172.54",,-0.14%
8/19/2022,"2,176.18","2,185.72","2,185.72","2,175.91",,-0.41%
8/18/2022,"2,185.16","2,177.79","2,186.52","2,176.98",,0.36%
8/17/2022,"2,177.28","2,175.45","2,181.69","2,175.45",,0.11%
8/16/2022,"2,174.84","2,171.45","2,177.82","2,169.86",,-0.03%
8/15/2022,"2,175.49","2,175.30","2,180.48","2,172.25",,0.03%
8/12/2022,"2,174.85","2,189.48","2,189.92","2,175.10",,-0.65%
8/11/2022,"2,189.03","2,211.86","2,211.86","2,189.47",,-1.01%
8/10/2022,"2,211.32","2,199.51","2,212.10","2,198.28",,0.56%
8/9/2022,"2,199.09","2,203.88","2,203.88","2,197.90",,-0.20%
8/8/2022,"2,203.48","2,202.89","2,209.49","2,199.68",,0.08%
8/5/2022,"2,201.65","2,214.96","2,214.96","2,202.19",,-0.46%
8/4/2022,"2,211.82","2,208.88","2,212.88","2,206.87",,0.25%
8/3/2022,"2,206.24","2,203.98","2,211.79","2,203.46",,0.09%
8/2/2022,"2,204.26","2,195.09","2,216.51","2,192.84",,0.36%
8/1/2022,"2,196.39","2,198.27","2,205.21","2,195.19",,-0.10%
7/29/2022,"2,198.63","2,214.10","2,214.69","2,196.71",,-0.63%
7/28/2022,"2,212.51","2,226.64","2,228.56","2,211.60",,-0.36%
7/27/2022,"2,220.41","2,217.55","2,223.83","2,206.40",,0.17%
7/26/2022,"2,216.59","2,223.40","2,223.40","2,213.42",,-0.19%
7/25/2022,"2,220.82","2,223.24","2,223.81","2,215.42",,-0.12%
7/22/2022,"2,223.49","2,222.82","2,225.72","2,218.00",,0.12%
7/21/2022,"2,220.74","2,216.06","2,223.62","2,215.84",,0.15%
7/20/2022,"2,217.47","2,222.18","2,222.18","2,217.53",,-0.11%
7/19/2022,"2,219.83","2,220.68","2,222.84","2,217.95",,-0.07%
7/18/2022,"2,221.37","2,221.74","2,225.71","2,214.21",,0.15%
7/15/2022,"2,217.98","2,220.55","2,224.54","2,213.19",,-0.01%
7/14/2022,"2,218.11","2,228.00","2,230.42","2,215.40",,-0.53%
7/13/2022,"2,229.94","2,227.65","2,231.72","2,223.61",,0.09%
7/12/2022,"2,227.86","2,228.63","2,230.70","2,223.56",,-0.01%
7/11/2022,"2,228.01","2,236.00","2,236.54","2,227.59",,-0.38%
7/8/2022,"2,236.41","2,238.71","2,240.22","2,231.71",,-0.02%
7/7/2022,"2,236.89","2,234.38","2,238.96","2,230.61",,0.08%
7/6/2022,"2,235.06","2,231.50","2,241.56","2,231.48",,0.24%
7/5/2022,"2,229.74","2,235.13","2,241.13","2,228.66",,-0.16%
7/4/2022,"2,233.38","2,229.58","2,238.63","2,228.10",,0.24%
7/1/2022,"2,228.11","2,225.50","2,233.98","2,215.77",,0.23%
6/30/2022,"2,222.97","2,214.51","2,226.93","2,213.79",,0.31%
6/29/2022,"2,216.17","2,212.50","2,220.35","2,210.65",,0.23%
6/28/2022,"2,211.18","2,210.48","2,221.70","2,208.13",,0.01%
6/27/2022,"2,211.03","2,220.15","2,220.74","2,209.99",,-0.33%
6/24/2022,"2,218.39","2,216.34","2,221.42","2,213.50",,0.18%
6/23/2022,"2,214.51","2,217.54","2,217.85","2,208.07",,-0.09%
6/22/2022,"2,216.57","2,209.84","2,220.19","2,203.81",,0.14%
6/21/2022,"2,213.42","2,219.25","2,222.48","2,209.08",,-0.08%
6/20/2022,"2,215.09","2,209.35","2,224.00","2,207.74",,0.39%
6/17/2022,"2,206.39","2,204.72","2,215.66","2,198.38",,0.18%
6/16/2022,"2,202.45","2,202.40","2,203.32","2,194.97",,0.34%
6/15/2022,"2,194.95","2,184.61","2,199.41","2,184.61",,0.71%
6/14/2022,"2,179.46","2,171.50","2,189.20","2,171.13",,0.32%
6/13/2022,"2,172.52","2,159.37","2,182.28","2,155.01",,0.18%
6/10/2022,"2,168.53","2,176.45","2,181.38","2,165.36",,-0.32%
6/9/2022,"2,175.41","2,164.87","2,185.42","2,162.64",,0.36%
6/8/2022,"2,167.54","2,168.21","2,173.05","2,163.90",,0.07%
6/7/2022,"2,166.04","2,167.50","2,171.40","2,164.47",,-0.25%
6/6/2022,"2,171.46","2,173.72","2,177.22","2,169.35",,0.20%
6/3/2022,"2,167.09","2,167.32","2,169.95","2,165.07",,-0.31%
6/2/2022,"2,173.85","2,178.54","2,179.60","2,162.48",,-0.30%
6/1/2022,"2,180.35","2,186.86","2,188.01","2,176.00",,-0.22%
5/31/2022,"2,185.09","2,182.43","2,193.98","2,179.40",,-0.01%
5/30/2022,"2,185.24","2,174.91","2,189.59","2,173.66",,0.44%
5/27/2022,"2,175.67","2,167.12","2,178.35","2,161.44",,0.23%
5/26/2022,"2,170.69","2,186.70","2,186.70","2,167.48",,-0.68%
5/25/2022,"2,185.54","2,200.48","2,202.02","2,184.16",,-0.76%
5/24/2022,"2,202.27","2,202.80","2,204.39","2,192.85",,-0.13%
5/23/2022,"2,205.19","2,194.47","2,208.28","2,187.78",,0.76%
5/20/2022,"2,188.59","2,191.62","2,197.57","2,172.85",,-0.21%
5/19/2022,"2,193.11","2,172.10","2,195.26","2,170.53",,0.88%
5/18/2022,"2,173.95","2,172.74","2,179.88","2,168.59",,0.08%
5/17/2022,"2,172.30","2,155.78","2,178.90","2,155.65",,0.96%
5/16/2022,"2,151.63","2,155.88","2,157.64","2,147.71",,0.00%
5/13/2022,"2,151.69","2,149.25","2,158.65","2,142.69",,0.07%
5/12/2022,"2,150.12","2,162.27","2,164.05","2,147.36",,-0.68%
5/11/2022,"2,164.76","2,161.80","2,169.36","2,160.05",,0.17%
5/10/2022,"2,161.10","2,162.59","2,173.07","2,158.61",,-0.04%
5/9/2022,"2,162.06","2,162.36","2,169.82","2,160.83",,-0.54%
5/6/2022,"2,173.82","2,176.68","2,177.00","2,165.15",,-0.15%
5/5/2022,"2,177.08","2,199.58","2,199.58","2,178.11",,-0.76%
5/4/2022,"2,193.69","2,193.72","2,193.79","2,193.66",,0.00%
5/3/2022,"2,193.72","2,193.69","2,193.92","2,193.56",,0.00%
5/2/2022,"2,193.69","2,193.69","2,193.92","2,193.66",,0.02%
4/29/2022,"2,193.22","2,191.55","2,201.80","2,179.51",,0.28%
4/28/2022,"2,187.07","2,198.24","2,204.75","2,186.28",,-0.48%
4/27/2022,"2,197.63","2,196.38","2,203.01","2,196.25",,0.01%
4/26/2022,"2,197.32","2,203.62","2,206.59","2,197.20",,-0.28%
4/25/2022,"2,203.44","2,203.75","2,213.69","2,195.16",,-0.21%
4/22/2022,"2,208.07","2,223.34","2,224.19","2,206.50",,-0.68%
4/21/2022,"2,223.27","2,237.71","2,240.22","2,222.50",,-0.57%
4/20/2022,"2,236.12","2,237.30","2,243.71","2,235.77",,-0.26%
4/19/2022,"2,241.95","2,253.61","2,254.30","2,241.19",,-0.48%
4/18/2022,"2,252.86","2,249.56","2,255.39","2,249.41",,0.08%
4/15/2022,"2,250.98","2,249.08","2,252.76","2,249.00",,0.12%
4/14/2022,"2,248.37","2,256.04","2,257.58","2,247.57",,-0.30%
4/13/2022,"2,255.13","2,255.24","2,257.45","2,254.22",,-0.01%
4/12/2022,"2,255.38","2,254.20","2,257.13","2,253.06",,0.07%
4/11/2022,"2,253.69","2,256.15","2,257.82","2,253.36",,-0.04%
4/8/2022,"2,254.67","2,256.71","2,260.21","2,254.93",,-0.06%
4/7/2022,"2,255.99","2,256.70","2,258.92","2,255.42",,-0.03%
4/6/2022,"2,256.76","2,251.39","2,258.74","2,249.90",,0.11%
4/5/2022,"2,254.19","2,253.62","2,255.74","2,253.23",,-0.06%
4/4/2022,"2,255.45","2,257.55","2,258.73","2,255.35",,-0.08%
4/1/2022,"2,257.33","2,265.33","2,265.60","2,256.74",,-0.38%
3/31/2022,"2,266.00","2,259.27","2,267.45","2,255.73",,0.32%
3/30/2022,"2,258.87","2,257.30","2,260.25","2,253.74",,0.15%
3/29/2022,"2,255.43","2,254.94","2,258.21","2,253.02",,0.08%
3/28/2022,"2,253.61","2,247.99","2,256.00","2,246.69",,0.05%
3/25/2022,"2,252.38","2,254.22","2,256.00","2,251.85",,0.00%
3/24/2022,"2,252.34","2,250.25","2,255.39","2,249.28",,0.06%
3/23/2022,"2,250.97","2,255.53","2,256.05","2,248.67",,-0.17%
3/22/2022,"2,254.79","2,253.83","2,258.69","2,252.84",,-0.03%
3/21/2022,"2,255.54","2,255.84","2,257.88","2,251.25",,0.06%
3/18/2022,"2,254.19","2,252.46","2,258.06","2,251.21",,0.07%
3/17/2022,"2,252.64","2,255.61","2,257.11","2,246.50",,0.02%
3/16/2022,"2,252.30","2,249.45","2,256.77","2,247.04",,0.18%
3/15/2022,"2,248.29","2,251.52","2,251.52","2,241.97",,-0.05%
3/14/2022,"2,249.36","2,253.20","2,257.71","2,250.69",,-0.26%
3/11/2022,"2,255.27","2,257.89","2,264.39","2,255.81",,-0.11%
3/10/2022,"2,257.77","2,271.31","2,271.94","2,255.96",,-0.56%
3/9/2022,"2,270.46","2,279.02","2,280.32","2,269.85",,-0.32%
3/8/2022,"2,277.83","2,281.04","2,282.61","2,277.58",,-0.03%
3/7/2022,"2,278.48","2,274.42","2,281.33","2,274.32",,0.12%
3/4/2022,"2,275.71","2,276.29","2,278.71","2,273.55",,0.00%
3/3/2022,"2,275.82","2,276.67","2,278.40","2,275.43",,0.01%
3/2/2022,"2,275.68","2,270.84","2,280.33","2,270.70",,0.22%
3/1/2022,"2,270.78","2,277.93","2,278.01","2,269.92",,-0.25%
2/28/2022,"2,276.51","2,273.48","2,278.79","2,273.24",,0.13%
2/25/2022,"2,273.63","2,274.61","2,276.90","2,272.00",,0.08%
2/24/2022,"2,271.72","2,268.02","2,277.80","2,267.91",,0.10%
2/23/2022,"2,269.42","2,270.33","2,271.52","2,266.50",,-0.01%
2/22/2022,"2,269.76","2,260.60","2,271.93","2,258.11",,0.39%
2/21/2022,"2,260.89","2,264.38","2,271.07","2,260.45",,-0.16%
2/18/2022,"2,264.43","2,259.69","2,266.59","2,259.21",,0.27%
2/17/2022,"2,258.35","2,251.53","2,262.14","2,250.42",,0.46%
2/16/2022,"2,248.00","2,256.42","2,257.14","2,247.67",,-0.34%
2/15/2022,"2,255.56","2,254.80","2,256.70","2,246.40",,0.12%
2/14/2022,"2,252.89","2,258.46","2,258.46","2,251.41",,-0.23%
2/11/2022,"2,258.03","2,255.97","2,258.92","2,254.28",,0.08%
2/10/2022,"2,256.28","2,256.94","2,258.04","2,253.73",,0.02%
2/9/2022,"2,255.83","2,261.35","2,261.73","2,256.14",,-0.19%
2/8/2022,"2,260.06","2,264.86","2,265.06","2,258.73",,-0.05%
2/7/2022,"2,261.12","2,262.11","2,266.20","2,260.78",,0.04%
2/4/2022,"2,260.16","2,259.86","2,260.89","2,258.29",,0.02%
2/3/2022,"2,259.69","2,258.29","2,262.23","2,257.11",,0.14%
2/2/2022,"2,256.54","2,250.43","2,257.90","2,250.43",,-0.20%
2/1/2022,"2,260.97","2,260.97","2,260.97","2,260.97",,0.02%
1/31/2022,"2,260.47","2,264.58","2,265.76","2,245.25",,-0.03%
1/28/2022,"2,261.26","2,260.03","2,263.68","2,256.55",,0.17%
1/27/2022,"2,257.43","2,265.13","2,270.22","2,258.17",,-0.56%
1/26/2022,"2,270.14","2,269.75","2,271.61","2,264.35",,0.08%
1/25/2022,"2,268.24","2,266.33","2,269.95","2,265.15",,0.14%
1/24/2022,"2,265.01","2,263.24","2,267.84","2,258.89",,0.17%
1/21/2022,"2,261.22","2,259.68","2,264.57","2,259.14",,0.03%
1/20/2022,"2,260.51","2,264.00","2,264.69","2,258.24",,-0.11%
1/19/2022,"2,263.09","2,256.69","2,264.42","2,254.21",,0.30%
1/18/2022,"2,256.27","2,255.81","2,261.75","2,253.76",,0.07%
1/17/2022,"2,254.58","2,248.47","2,258.24","2,247.20",,0.20%
1/14/2022,"2,250.08","2,247.03","2,255.54","2,243.68",,0.15%
1/13/2022,"2,246.78","2,251.83","2,252.52","2,245.98",,-0.20%
1/12/2022,"2,251.21","2,245.72","2,252.39","2,244.24",,0.36%
1/11/2022,"2,243.24","2,245.30","2,246.46","2,239.69",,0.00%
1/10/2022,"2,243.29","2,252.37","2,253.30","2,243.24",,-0.32%
1/7/2022,"2,250.46","2,256.35","2,256.94","2,249.39",,-0.16%
1/6/2022,"2,254.14","2,253.68","2,261.46","2,253.26",,-0.06%
1/5/2022,"2,255.41","2,244.45","2,256.66","2,244.02",,0.52%
1/4/2022,"2,243.84","2,238.91","2,247.80","2,237.02",,0.05%
1/3/2022,"2,242.73","2,242.73","2,246.11","2,241.78",,0.10%
12/31/2021,"2,240.53","2,237.62","2,248.58","2,233.11",,0.16%
12/30/2021,"2,236.91","2,237.33","2,242.07","2,234.00",,-0.03%
12/29/2021,"2,237.47","2,233.97","2,240.69","2,232.35",,0.18%
12/28/2021,"2,233.47","2,232.87","2,235.98","2,231.09",,0.05%
12/27/2021,"2,232.42","2,232.30","2,235.61","2,230.50",,-0.03%
12/24/2021,"2,233.01","2,236.11","2,237.08","2,225.91",,-0.15%
12/23/2021,"2,236.26","2,243.48","2,243.55","2,231.84",,-0.28%
12/22/2021,"2,242.44","2,247.72","2,247.72","2,233.60",,-0.16%
12/21/2021,"2,246.06","2,255.47","2,258.32","2,244.55",,-0.38%
12/20/2021,"2,254.62","2,250.97","2,256.78","2,250.32",,0.09%
12/17/2021,"2,252.70","2,251.89","2,259.64","2,250.38",,0.06%
12/16/2021,"2,251.46","2,251.25","2,257.55","2,247.99",,0.05%
12/15/2021,"2,250.38","2,251.88","2,254.41","2,250.13",,0.00%
12/14/2021,"2,250.31","2,251.04","2,255.73","2,249.67",,-0.02%
